ruta_anon,cliente_anon_id,nombre_anon,status_registro
ROUTE_0008,CUST_0511,Store_0511,registrado
ROUTE_0011,CUST_0512,Store_0512,registrado
ROUTE_0005,CUST_0513,Store_0513,no registrado
ROUTE_0017,CUST_0514,Store_0514,no registrado
ROUTE_0010,CUST_0515,Store_0515,registrado
ROUTE_0012,CUST_0513,Store_0513,no registrado
ROUTE_0014,CUST_0516,Store_0516,no registrado
ROUTE_0009,CUST_0517,Store_0517,no registrado
ROUTE_0011,CUST_0518,Store_0518,registrado
ROUTE_0008,CUST_0519,Store_0519,registrado
ROUTE_0019,CUST_0520,Store_0520,no registrado
ROUTE_0012,CUST_0521,Store_0521,registrado
ROUTE_0021,CUST_0522,Store_0522,registrado
ROUTE_0015,CUST_0523,Store_0523,no registrado
ROUTE_0008,CUST_0524,Store_0524,registrado
ROUTE_0012,CUST_0525,Store_0525,registrado
ROUTE_0019,CUST_0526,Store_0526,registrado
ROUTE_0019,CUST_0527,Store_0527,registrado
ROUTE_0003,CUST_0528,Store_0528,registrado
ROUTE_0012,CUST_0529,Store_0529,registrado
ROUTE_0002,CUST_0530,Store_0530,registrado
ROUTE_0021,CUST_0531,Store_0531,registrado
ROUTE_0019,CUST_0532,Store_0532,registrado
ROUTE_0011,CUST_0533,Store_0533,registrado
ROUTE_0012,CUST_0532,Store_0532,registrado
ROUTE_0019,CUST_0534,Store_0534,registrado
ROUTE_0014,CUST_0535,Store_0535,registrado
ROUTE_0021,CUST_0536,Store_0536,no registrado
ROUTE_0010,CUST_0537,Store_0537,no registrado
ROUTE_0015,CUST_0538,Store_0538,no registrado
ROUTE_0010,CUST_0539,Store_0539,registrado
ROUTE_0012,CUST_0540,Store_0540,no registrado
ROUTE_0008,CUST_0541,Store_0541,no registrado
ROUTE_0002,CUST_0542,Store_0542,registrado
ROUTE_0018,CUST_0543,Store_0543,registrado
ROUTE_0018,CUST_0544,Store_0544,registrado
ROUTE_0005,CUST_0545,Store_0545,registrado
ROUTE_0013,CUST_0546,Store_0546,registrado
ROUTE_0008,CUST_0547,Store_0547,no registrado
ROUTE_0022,CUST_0548,Store_0548,registrado
ROUTE_0021,CUST_0549,Store_0549,registrado
ROUTE_0019,CUST_0550,Store_0550,registrado
ROUTE_0015,CUST_0551,Store_0551,registrado
ROUTE_0003,CUST_0552,Store_0552,no registrado
ROUTE_0012,CUST_0553,Store_0553,registrado
ROUTE_0017,CUST_0554,Store_0554,no registrado
ROUTE_0021,CUST_0555,Store_0555,registrado
ROUTE_0017,CUST_0556,Store_0556,registrado
ROUTE_0004,CUST_0557,Store_0557,no registrado
ROUTE_0015,CUST_0558,Store_0558,no registrado
ROUTE_0019,CUST_0559,Store_0559,registrado
ROUTE_0006,CUST_0560,Store_0560,registrado
ROUTE_0019,CUST_0561,Store_0561,no registrado
ROUTE_0015,CUST_0562,Store_0562,registrado
ROUTE_0010,CUST_0563,Store_0563,no registrado
ROUTE_0015,CUST_0564,Store_0564,registrado
ROUTE_0019,CUST_0565,Store_0565,registrado
ROUTE_0003,CUST_0566,Store_0566,registrado
ROUTE_0019,CUST_0567,Store_0567,registrado
ROUTE_0019,CUST_0568,Store_0568,registrado
ROUTE_0005,CUST_0569,Store_0569,registrado
ROUTE_0011,CUST_0570,Store_0570,registrado
ROUTE_0015,CUST_0571,Store_0571,registrado
ROUTE_0005,CUST_0572,Store_0572,no registrado
ROUTE_0010,CUST_0573,Store_0573,registrado
ROUTE_0012,CUST_0574,Store_0574,registrado
ROUTE_0012,CUST_0575,Store_0575,registrado
ROUTE_0002,CUST_0576,Store_0576,registrado
ROUTE_0002,CUST_0577,Store_0577,registrado
ROUTE_0006,CUST_0578,Store_0578,no registrado
ROUTE_0006,CUST_0579,Store_0579,registrado
ROUTE_0004,CUST_0580,Store_0580,no registrado
ROUTE_0010,CUST_0581,Store_0581,registrado
ROUTE_0015,CUST_0582,Store_0582,registrado
ROUTE_0017,CUST_0583,Store_0583,registrado
ROUTE_0011,CUST_0583,Store_0583,registrado
ROUTE_0002,CUST_0584,Store_0584,registrado
ROUTE_0012,CUST_0585,Store_0585,registrado
ROUTE_0019,CUST_0586,Store_0586,registrado
ROUTE_0014,CUST_0587,Store_0587,registrado
ROUTE_0014,CUST_0588,Store_0588,no registrado
ROUTE_0013,CUST_0589,Store_0589,registrado
ROUTE_0004,CUST_0590,Store_0590,no registrado
ROUTE_0003,CUST_0591,Store_0591,registrado
ROUTE_0005,CUST_0592,Store_0592,registrado
ROUTE_0003,CUST_0593,Store_0593,no registrado
ROUTE_0018,CUST_0594,Store_0594,registrado
ROUTE_0005,CUST_0595,Store_0595,no registrado
ROUTE_0006,CUST_0596,Store_0596,registrado
ROUTE_0015,CUST_0597,Store_0597,registrado
ROUTE_0021,CUST_0598,Store_0598,registrado
ROUTE_0019,CUST_0599,Store_0599,registrado
ROUTE_0019,CUST_0600,Store_0600,registrado
ROUTE_0021,CUST_0601,Store_0601,no registrado
ROUTE_0002,CUST_0602,Store_0602,registrado
ROUTE_0014,CUST_0603,Store_0603,registrado
ROUTE_0002,CUST_0604,Store_0604,no registrado
ROUTE_0003,CUST_0605,Store_0605,registrado
ROUTE_0006,CUST_0606,Store_0606,registrado
ROUTE_0010,CUST_0607,Store_0607,no registrado
ROUTE_0021,CUST_0608,Store_0608,registrado
ROUTE_0004,CUST_0609,Store_0609,registrado
ROUTE_0006,CUST_0610,Store_0610,no registrado
ROUTE_0011,CUST_0611,Store_0611,registrado
ROUTE_0009,CUST_0612,Store_0612,registrado
ROUTE_0021,CUST_0613,Store_0613,registrado
ROUTE_0015,CUST_0614,Store_0614,registrado
ROUTE_0019,CUST_0615,Store_0615,registrado
ROUTE_0020,CUST_0616,Store_0616,registrado
ROUTE_0011,CUST_0617,Store_0617,registrado
ROUTE_0011,CUST_0618,Store_0618,registrado
ROUTE_0004,CUST_0619,Store_0619,no registrado
ROUTE_0017,CUST_0620,Store_0620,no registrado
ROUTE_0011,CUST_0620,Store_0620,no registrado
ROUTE_0012,CUST_0621,Store_0621,no registrado
ROUTE_0021,CUST_0622,Store_0622,registrado
ROUTE_0016,CUST_0623,Store_0623,registrado
ROUTE_0004,CUST_0624,Store_0624,registrado
ROUTE_0015,CUST_0625,Store_0625,registrado
ROUTE_0003,CUST_0626,Store_0626,registrado
ROUTE_0006,CUST_0627,Store_0627,registrado
ROUTE_0004,CUST_0628,Store_0628,registrado
ROUTE_0019,CUST_0629,Store_0629,registrado
ROUTE_0003,CUST_0630,Store_0630,registrado
ROUTE_0012,CUST_0631,Store_0631,registrado
ROUTE_0012,CUST_0632,Store_0632,no registrado
ROUTE_0021,CUST_0633,Store_0633,registrado
ROUTE_0019,CUST_0634,Store_0634,registrado
ROUTE_0017,CUST_0635,Store_0635,no registrado
ROUTE_0001,CUST_0636,Store_0636,no registrado
ROUTE_0011,CUST_0637,Store_0637,registrado
ROUTE_0012,CUST_0638,Store_0638,registrado
ROUTE_0014,CUST_0639,Store_0639,no registrado
ROUTE_0016,CUST_0640,Store_0640,registrado
ROUTE_0014,CUST_0641,Store_0641,registrado
ROUTE_0012,CUST_0642,Store_0642,no registrado
ROUTE_0012,CUST_0643,Store_0643,no registrado
ROUTE_0018,CUST_0644,Store_0644,registrado
ROUTE_0004,CUST_0645,Store_0645,no registrado
ROUTE_0010,CUST_0646,Store_0646,no registrado
ROUTE_0005,CUST_0647,Store_0647,registrado
ROUTE_0015,CUST_0648,Store_0648,registrado
ROUTE_0016,CUST_0649,Store_0649,registrado
ROUTE_0021,CUST_0650,Store_0650,registrado
ROUTE_0014,CUST_0651,Store_0651,registrado
ROUTE_0017,CUST_0652,Store_0652,registrado
ROUTE_0004,CUST_0653,Store_0653,registrado
ROUTE_0003,CUST_0654,Store_0654,registrado
ROUTE_0018,CUST_0655,Store_0655,no registrado
ROUTE_0018,CUST_0656,Store_0656,registrado
ROUTE_0007,CUST_0657,Store_0657,registrado
ROUTE_0003,CUST_0658,Store_0658,no registrado
ROUTE_0018,CUST_0659,Store_0659,registrado
ROUTE_0012,CUST_0660,Store_0660,registrado
ROUTE_0014,CUST_0661,Store_0661,registrado
ROUTE_0019,CUST_0662,Store_0662,registrado
ROUTE_0012,CUST_0662,Store_0662,registrado
ROUTE_0015,CUST_0663,Store_0663,no registrado
ROUTE_0002,CUST_0664,Store_0664,no registrado
ROUTE_0008,CUST_0665,Store_0665,no registrado
ROUTE_0015,CUST_0666,Store_0666,registrado
ROUTE_0008,CUST_0667,Store_0667,registrado
ROUTE_0006,CUST_0668,Store_0668,registrado
ROUTE_0010,CUST_0669,Store_0669,registrado
ROUTE_0015,CUST_0670,Store_0670,registrado
ROUTE_0010,CUST_0671,Store_0671,no registrado
ROUTE_0015,CUST_0672,Store_0672,registrado
ROUTE_0016,CUST_0673,Store_0673,registrado
ROUTE_0001,CUST_0674,Store_0674,no registrado
ROUTE_0012,CUST_0675,Store_0675,registrado
ROUTE_0018,CUST_0676,Store_0676,registrado
ROUTE_0019,CUST_0677,Store_0677,no registrado
ROUTE_0013,CUST_0678,Store_0678,no registrado
ROUTE_0016,CUST_0679,Store_0679,registrado
ROUTE_0021,CUST_0680,Store_0680,registrado
ROUTE_0011,CUST_0681,Store_0681,registrado
ROUTE_0005,CUST_0682,Store_0682,registrado
ROUTE_0006,CUST_0683,Store_0683,registrado
ROUTE_0008,CUST_0684,Store_0684,registrado
ROUTE_0006,CUST_0685,Store_0685,no registrado
ROUTE_0018,CUST_0686,Store_0686,registrado
ROUTE_0010,CUST_0687,Store_0687,registrado
ROUTE_0003,CUST_0688,Store_0688,registrado
ROUTE_0002,CUST_0689,Store_0689,no registrado
ROUTE_0002,CUST_0690,Store_0690,registrado
ROUTE_0018,CUST_0691,Store_0691,registrado
ROUTE_0010,CUST_0692,Store_0692,registrado
ROUTE_0005,CUST_0693,Store_0693,registrado
ROUTE_0019,CUST_0694,Store_0694,registrado
ROUTE_0015,CUST_0695,Store_0695,registrado
ROUTE_0012,CUST_0696,Store_0696,registrado
ROUTE_0006,CUST_0697,Store_0697,registrado
ROUTE_0016,CUST_0698,Store_0698,no registrado
ROUTE_0001,CUST_0699,Store_0699,registrado
ROUTE_0010,CUST_0700,Store_0700,no registrado
ROUTE_0005,CUST_0701,Store_0701,registrado
ROUTE_0012,CUST_0701,Store_0701,registrado
ROUTE_0005,CUST_0702,Store_0702,no registrado
ROUTE_0004,CUST_0703,Store_0703,registrado
ROUTE_0005,CUST_0704,Store_0704,registrado
ROUTE_0015,CUST_0705,Store_0705,registrado
ROUTE_0002,CUST_0706,Store_0706,no registrado
ROUTE_0018,CUST_0707,Store_0707,registrado
ROUTE_0015,CUST_0708,Store_0708,registrado
ROUTE_0006,CUST_0709,Store_0709,registrado
ROUTE_0021,CUST_0710,Store_0710,registrado
ROUTE_0005,CUST_0711,Store_0711,registrado
ROUTE_0006,CUST_0712,Store_0712,no registrado
ROUTE_0019,CUST_0713,Store_0713,registrado
ROUTE_0012,CUST_0714,Store_0714,registrado
ROUTE_0002,CUST_0715,Store_0715,no registrado
ROUTE_0002,CUST_0716,Store_0716,registrado
ROUTE_0009,CUST_0717,Store_0717,registrado
ROUTE_0014,CUST_0718,Store_0718,registrado
ROUTE_0014,CUST_0719,Store_0719,registrado
ROUTE_0014,CUST_0720,Store_0720,registrado
ROUTE_0011,CUST_0721,Store_0721,registrado
ROUTE_0006,CUST_0722,Store_0722,no registrado
ROUTE_0015,CUST_0723,Store_0723,registrado
ROUTE_0012,CUST_0724,Store_0724,registrado
ROUTE_0010,CUST_0725,Store_0725,registrado
ROUTE_0009,CUST_0726,Store_0726,registrado
ROUTE_0012,CUST_0727,Store_0727,registrado
ROUTE_0005,CUST_0728,Store_0728,registrado
ROUTE_0018,CUST_0729,Store_0729,no registrado
ROUTE_0021,CUST_0730,Store_0730,registrado
ROUTE_0006,CUST_0731,Store_0731,no registrado
ROUTE_0018,CUST_0732,Store_0732,registrado
ROUTE_0005,CUST_0733,Store_0733,registrado
ROUTE_0016,CUST_0734,Store_0734,registrado
ROUTE_0014,CUST_0735,Store_0735,registrado
ROUTE_0010,CUST_0736,Store_0736,registrado
ROUTE_0016,CUST_0737,Store_0737,registrado
ROUTE_0022,CUST_0738,Store_0738,registrado
ROUTE_0002,CUST_0739,Store_0739,registrado
ROUTE_0019,CUST_0740,Store_0740,registrado
ROUTE_0012,CUST_0740,Store_0740,registrado
ROUTE_0010,CUST_0741,Store_0741,registrado
ROUTE_0002,CUST_0742,Store_0742,registrado
ROUTE_0019,CUST_0743,Store_0743,no registrado
ROUTE_0013,CUST_0744,Store_0744,registrado
ROUTE_0012,CUST_0745,Store_0745,registrado
ROUTE_0005,CUST_0746,Store_0746,registrado
ROUTE_0016,CUST_0747,Store_0747,no registrado
ROUTE_0010,CUST_0748,Store_0748,registrado
ROUTE_0021,CUST_0749,Store_0749,registrado
ROUTE_0019,CUST_0750,Store_0750,registrado
ROUTE_0017,CUST_0751,Store_0751,no registrado
ROUTE_0005,CUST_0752,Store_0752,registrado
ROUTE_0005,CUST_0753,Store_0753,registrado
ROUTE_0019,CUST_0754,Store_0754,registrado
ROUTE_0019,CUST_0755,Store_0755,registrado
ROUTE_0005,CUST_0756,Store_0756,no registrado
ROUTE_0003,CUST_0757,Store_0757,no registrado
ROUTE_0014,CUST_0758,Store_0758,no registrado
ROUTE_0021,CUST_0759,Store_0759,registrado
ROUTE_0003,CUST_0760,Store_0760,registrado
ROUTE_0015,CUST_0761,Store_0761,no registrado
ROUTE_0021,CUST_0762,Store_0762,registrado
ROUTE_0017,CUST_0763,Store_0763,registrado
ROUTE_0002,CUST_0764,Store_0764,registrado
ROUTE_0021,CUST_0765,Store_0765,no registrado
ROUTE_0014,CUST_0766,Store_0766,registrado
ROUTE_0012,CUST_0767,Store_0767,no registrado
ROUTE_0021,CUST_0768,Store_0768,registrado
ROUTE_0006,CUST_0769,Store_0769,registrado
ROUTE_0004,CUST_0770,Store_0770,registrado
ROUTE_0002,CUST_0771,Store_0771,registrado
ROUTE_0004,CUST_0772,Store_0772,registrado
ROUTE_0012,CUST_0773,Store_0773,no registrado
ROUTE_0010,CUST_0774,Store_0774,registrado
ROUTE_0008,CUST_0775,Store_0775,no registrado
ROUTE_0012,CUST_0776,Store_0776,registrado
ROUTE_0003,CUST_0777,Store_0777,no registrado
ROUTE_0005,CUST_0778,Store_0778,no registrado
ROUTE_0005,CUST_0779,Store_0779,registrado
ROUTE_0005,CUST_0780,Store_0780,registrado
ROUTE_0013,CUST_0781,Store_0781,no registrado
ROUTE_0012,CUST_0782,Store_0782,registrado
ROUTE_0003,CUST_0783,Store_0783,registrado
ROUTE_0003,CUST_0784,Store_0784,no registrado
ROUTE_0001,CUST_0785,Store_0785,no registrado
ROUTE_0017,CUST_0786,Store_0786,no registrado
ROUTE_0017,CUST_0787,Store_0787,registrado
ROUTE_0019,CUST_0788,Store_0788,registrado
ROUTE_0012,CUST_0788,Store_0788,registrado
ROUTE_0018,CUST_0789,Store_0789,registrado
ROUTE_0019,CUST_0790,Store_0790,no registrado
ROUTE_0012,CUST_0790,Store_0790,no registrado
ROUTE_0018,CUST_0791,Store_0791,registrado
ROUTE_0006,CUST_0792,Store_0792,no registrado
ROUTE_0017,CUST_0793,Store_0793,no registrado
ROUTE_0015,CUST_0794,Store_0794,registrado
ROUTE_0018,CUST_0795,Store_0795,registrado
ROUTE_0016,CUST_0796,Store_0796,registrado
ROUTE_0010,CUST_0797,Store_0797,no registrado
ROUTE_0014,CUST_0798,Store_0798,registrado
ROUTE_0019,CUST_0799,Store_0799,no registrado
ROUTE_0017,CUST_0800,Store_0800,no registrado
ROUTE_0016,CUST_0801,Store_0801,registrado
ROUTE_0001,CUST_0801,Store_0801,registrado
ROUTE_0005,CUST_0802,Store_0802,no registrado
ROUTE_0003,CUST_0803,Store_0803,registrado
ROUTE_0022,CUST_0804,Store_0804,no registrado
ROUTE_0010,CUST_0805,Store_0805,registrado
ROUTE_0005,CUST_0806,Store_0806,registrado
ROUTE_0005,CUST_0807,Store_0807,no registrado
ROUTE_0012,CUST_0807,Store_0807,no registrado
ROUTE_0008,CUST_0808,Store_0808,no registrado
ROUTE_0018,CUST_0809,Store_0809,registrado
ROUTE_0006,CUST_0810,Store_0810,registrado
ROUTE_0009,CUST_0811,Store_0811,registrado
ROUTE_0005,CUST_0812,Store_0812,registrado
ROUTE_0014,CUST_0813,Store_0813,no registrado
ROUTE_0017,CUST_0814,Store_0814,registrado
ROUTE_0011,CUST_0814,Store_0814,registrado
ROUTE_0002,CUST_0815,Store_0815,registrado
ROUTE_0010,CUST_0815,Store_0815,registrado
ROUTE_0002,CUST_0816,Store_0816,registrado
ROUTE_0003,CUST_0817,Store_0817,registrado
ROUTE_0009,CUST_0818,Store_0818,registrado
ROUTE_0005,CUST_0819,Store_0819,no registrado
ROUTE_0012,CUST_0820,Store_0820,no registrado
ROUTE_0013,CUST_0821,Store_0821,no registrado
ROUTE_0021,CUST_0822,Store_0822,registrado
ROUTE_0017,CUST_0823,Store_0823,registrado
ROUTE_0010,CUST_0824,Store_0824,registrado
ROUTE_0006,CUST_0825,Store_0825,registrado
ROUTE_0009,CUST_0826,Store_0826,registrado
ROUTE_0002,CUST_0827,Store_0827,registrado
ROUTE_0013,CUST_0828,Store_0828,registrado
ROUTE_0018,CUST_0829,Store_0829,registrado
ROUTE_0017,CUST_0830,Store_0830,no registrado
ROUTE_0011,CUST_0831,Store_0831,registrado
ROUTE_0011,CUST_0832,Store_0832,registrado
ROUTE_0004,CUST_0833,Store_0833,registrado
ROUTE_0010,CUST_0834,Store_0834,registrado
ROUTE_0005,CUST_0835,Store_0835,registrado
ROUTE_0012,CUST_0835,Store_0835,registrado
ROUTE_0011,CUST_0836,Store_0836,registrado
ROUTE_0018,CUST_0837,Store_0837,registrado
ROUTE_0011,CUST_0838,Store_0838,registrado
ROUTE_0011,CUST_0839,Store_0839,registrado
ROUTE_0019,CUST_0840,Store_0840,no registrado
ROUTE_0003,CUST_0841,Store_0841,registrado
ROUTE_0005,CUST_0842,Store_0842,registrado
ROUTE_0007,CUST_0843,Store_0843,no registrado
ROUTE_0022,CUST_0844,Store_0844,registrado
ROUTE_0001,CUST_0844,Store_0844,registrado
ROUTE_0005,CUST_0845,Store_0845,registrado
ROUTE_0007,CUST_0846,Store_0846,registrado
ROUTE_0014,CUST_0847,Store_0847,registrado
ROUTE_0005,CUST_0848,Store_0848,no registrado
ROUTE_0011,CUST_0849,Store_0849,registrado
ROUTE_0017,CUST_0850,Store_0850,registrado
ROUTE_0022,CUST_0851,Store_0851,no registrado
ROUTE_0002,CUST_0852,Store_0852,no registrado
ROUTE_0015,CUST_0853,Store_0853,no registrado
ROUTE_0009,CUST_0854,Store_0854,registrado
ROUTE_0004,CUST_0855,Store_0855,no registrado
ROUTE_0009,CUST_0856,Store_0856,registrado
ROUTE_0011,CUST_0857,Store_0857,registrado
ROUTE_0017,CUST_0858,Store_0858,registrado
ROUTE_0007,CUST_0859,Store_0859,no registrado
ROUTE_0018,CUST_0860,Store_0860,registrado
ROUTE_0018,CUST_0861,Store_0861,no registrado
ROUTE_0008,CUST_0862,Store_0862,registrado
ROUTE_0004,CUST_0863,Store_0863,registrado
ROUTE_0014,CUST_0864,Store_0864,registrado
ROUTE_0014,CUST_0865,Store_0865,no registrado
ROUTE_0013,CUST_0866,Store_0866,registrado
ROUTE_0017,CUST_0867,Store_0867,no registrado
ROUTE_0017,CUST_0868,Store_0868,registrado
ROUTE_0004,CUST_0869,Store_0869,registrado
ROUTE_0007,CUST_0870,Store_0870,no registrado
ROUTE_0018,CUST_0871,Store_0871,no registrado
ROUTE_0017,CUST_0872,Store_0872,no registrado
ROUTE_0016,CUST_0873,Store_0873,registrado
ROUTE_0003,CUST_0874,Store_0874,registrado
ROUTE_0016,CUST_0875,Store_0875,no registrado
ROUTE_0007,CUST_0876,Store_0876,no registrado
ROUTE_0006,CUST_0877,Store_0877,no registrado
ROUTE_0002,CUST_0878,Store_0878,no registrado
ROUTE_0002,CUST_0879,Store_0879,registrado
ROUTE_0012,CUST_0880,Store_0880,no registrado
ROUTE_0002,CUST_0881,Store_0881,no registrado
ROUTE_0005,CUST_0882,Store_0882,registrado
ROUTE_0015,CUST_0883,Store_0883,registrado
ROUTE_0010,CUST_0884,Store_0884,no registrado
ROUTE_0003,CUST_0885,Store_0885,no registrado
ROUTE_0009,CUST_0886,Store_0886,registrado
ROUTE_0009,CUST_0887,Store_0887,registrado
ROUTE_0009,CUST_0888,Store_0888,registrado
ROUTE_0003,CUST_0889,Store_0889,no registrado
ROUTE_0001,CUST_0889,Store_0889,no registrado
ROUTE_0005,CUST_0890,Store_0890,registrado
ROUTE_0003,CUST_0891,Store_0891,no registrado
ROUTE_0009,CUST_0892,Store_0892,no registrado
ROUTE_0010,CUST_0893,Store_0893,no registrado
ROUTE_0014,CUST_0894,Store_0894,no registrado
ROUTE_0003,CUST_0895,Store_0895,registrado
ROUTE_0011,CUST_0896,Store_0896,registrado
ROUTE_0017,CUST_0897,Store_0897,registrado
ROUTE_0016,CUST_0898,Store_0898,no registrado
ROUTE_0010,CUST_0899,Store_0899,registrado
ROUTE_0017,CUST_0900,Store_0900,no registrado
ROUTE_0011,CUST_0900,Store_0900,no registrado
ROUTE_0004,CUST_0901,Store_0901,registrado
ROUTE_0017,CUST_0902,Store_0902,no registrado
ROUTE_0009,CUST_0903,Store_0903,registrado
ROUTE_0003,CUST_0904,Store_0904,registrado
ROUTE_0017,CUST_0905,Store_0905,registrado
ROUTE_0013,CUST_0906,Store_0906,no registrado
ROUTE_0011,CUST_0907,Store_0907,registrado
ROUTE_0021,CUST_0908,Store_0908,registrado
ROUTE_0021,CUST_0909,Store_0909,registrado
ROUTE_0015,CUST_0910,Store_0910,registrado
ROUTE_0012,CUST_0911,Store_0911,registrado
ROUTE_0004,CUST_0912,Store_0912,registrado
ROUTE_0011,CUST_0913,Store_0913,registrado
ROUTE_0003,CUST_0914,Store_0914,registrado
ROUTE_0015,CUST_0915,Store_0915,no registrado
ROUTE_0003,CUST_0916,Store_0916,no registrado
ROUTE_0005,CUST_0917,Store_0917,registrado
ROUTE_0001,CUST_0918,Store_0918,no registrado
ROUTE_0011,CUST_0919,Store_0919,registrado
ROUTE_0010,CUST_0920,Store_0920,no registrado
ROUTE_0003,CUST_0921,Store_0921,no registrado
ROUTE_0010,CUST_0922,Store_0922,no registrado
ROUTE_0012,CUST_0923,Store_0923,no registrado
ROUTE_0002,CUST_0924,Store_0924,no registrado
ROUTE_0004,CUST_0925,Store_0925,registrado
ROUTE_0021,CUST_0926,Store_0926,no registrado
ROUTE_0010,CUST_0927,Store_0927,registrado
ROUTE_0003,CUST_0928,Store_0928,no registrado
ROUTE_0019,CUST_0929,Store_0929,no registrado
ROUTE_0010,CUST_0930,Store_0930,registrado
ROUTE_0017,CUST_0931,Store_0931,no registrado
ROUTE_0016,CUST_0932,Store_0932,registrado
ROUTE_0007,CUST_0933,Store_0933,no registrado
ROUTE_0005,CUST_0934,Store_0934,registrado
ROUTE_0005,CUST_0935,Store_0935,registrado
ROUTE_0010,CUST_0936,Store_0936,registrado
ROUTE_0015,CUST_0937,Store_0937,registrado
ROUTE_0015,CUST_0938,Store_0938,no registrado
ROUTE_0017,CUST_0939,Store_0939,no registrado
ROUTE_0008,CUST_0940,Store_0940,no registrado
ROUTE_0010,CUST_0941,Store_0941,registrado
ROUTE_0009,CUST_0942,Store_0942,no registrado
ROUTE_0011,CUST_0943,Store_0943,registrado
ROUTE_0014,CUST_0944,Store_0944,registrado
ROUTE_0017,CUST_0945,Store_0945,registrado
ROUTE_0011,CUST_0946,Store_0946,registrado
ROUTE_0017,CUST_0947,Store_0947,no registrado
ROUTE_0017,CUST_0948,Store_0948,registrado
ROUTE_0017,CUST_0949,Store_0949,registrado
ROUTE_0004,CUST_0950,Store_0950,registrado
ROUTE_0017,CUST_0951,Store_0951,registrado
ROUTE_0006,CUST_0952,Store_0952,registrado
ROUTE_0017,CUST_0953,Store_0953,registrado
ROUTE_0010,CUST_0954,Store_0954,registrado
ROUTE_0013,CUST_0955,Store_0955,registrado
ROUTE_0006,CUST_0956,Store_0956,registrado
ROUTE_0009,CUST_0957,Store_0957,no registrado
ROUTE_0022,CUST_0958,Store_0958,no registrado
ROUTE_0019,CUST_0959,Store_0959,registrado
ROUTE_0003,CUST_0960,Store_0960,no registrado
ROUTE_0015,CUST_0961,Store_0961,registrado
ROUTE_0002,CUST_0962,Store_0962,registrado
ROUTE_0009,CUST_0963,Store_0963,no registrado
ROUTE_0003,CUST_0964,Store_0964,no registrado
ROUTE_0022,CUST_0965,Store_0965,registrado
ROUTE_0010,CUST_0966,Store_0966,no registrado
ROUTE_0022,CUST_0967,Store_0967,no registrado
ROUTE_0002,CUST_0968,Store_0968,registrado
ROUTE_0008,CUST_0969,Store_0969,no registrado
ROUTE_0008,CUST_0970,Store_0970,registrado
ROUTE_0001,CUST_0971,Store_0971,registrado
ROUTE_0014,CUST_0972,Store_0972,registrado
ROUTE_0011,CUST_0973,Store_0973,registrado
ROUTE_0007,CUST_0974,Store_0974,no registrado
ROUTE_0003,CUST_0975,Store_0975,no registrado
ROUTE_0004,CUST_0975,Store_0975,no registrado
ROUTE_0015,CUST_0976,Store_0976,registrado
ROUTE_0021,CUST_0977,Store_0977,no registrado
ROUTE_0021,CUST_0978,Store_0978,registrado
ROUTE_0010,CUST_0979,Store_0979,registrado
ROUTE_0002,CUST_0980,Store_0980,no registrado
ROUTE_0014,CUST_0981,Store_0981,no registrado
ROUTE_0003,CUST_0982,Store_0982,no registrado
ROUTE_0005,CUST_0983,Store_0983,registrado
ROUTE_0008,CUST_0984,Store_0984,no registrado
ROUTE_0004,CUST_0985,Store_0985,no registrado
ROUTE_0012,CUST_0986,Store_0986,registrado
ROUTE_0006,CUST_0987,Store_0987,no registrado
ROUTE_0008,CUST_0988,Store_0988,registrado
ROUTE_0010,CUST_0988,Store_0988,registrado
ROUTE_0014,CUST_0989,Store_0989,no registrado
ROUTE_0021,CUST_0990,Store_0990,registrado
ROUTE_0015,CUST_0991,Store_0991,no registrado
ROUTE_0006,CUST_0992,Store_0992,no registrado
ROUTE_0006,CUST_0993,Store_0993,no registrado
ROUTE_0018,CUST_0994,Store_0994,registrado
ROUTE_0009,CUST_0995,Store_0995,registrado
ROUTE_0019,CUST_0996,Store_0996,registrado
ROUTE_0015,CUST_0997,Store_0997,no registrado
ROUTE_0017,CUST_0998,Store_0998,registrado
ROUTE_0011,CUST_0998,Store_0998,registrado
ROUTE_0006,CUST_0999,Store_0999,no registrado
ROUTE_0018,CUST_1000,Store_1000,registrado
ROUTE_0004,CUST_1001,Store_1001,no registrado
ROUTE_0003,CUST_1002,Store_1002,no registrado
ROUTE_0004,CUST_1003,Store_1003,no registrado
ROUTE_0012,CUST_1004,Store_1004,no registrado
ROUTE_0012,CUST_1005,Store_1005,no registrado
ROUTE_0017,CUST_1006,Store_1006,registrado
ROUTE_0019,CUST_1007,Store_1007,registrado
ROUTE_0011,CUST_1008,Store_1008,no registrado
ROUTE_0010,CUST_1009,Store_1009,registrado
ROUTE_0021,CUST_1010,Store_1010,registrado
ROUTE_0003,CUST_1011,Store_1011,no registrado
ROUTE_0005,CUST_1012,Store_1012,no registrado
ROUTE_0009,CUST_1013,Store_1013,no registrado
ROUTE_0006,CUST_1014,Store_1014,no registrado
ROUTE_0010,CUST_1015,Store_1015,registrado
ROUTE_0005,CUST_1016,Store_1016,no registrado
ROUTE_0011,CUST_1017,Store_1017,registrado
ROUTE_0006,CUST_1018,Store_1018,registrado
ROUTE_0010,CUST_1019,Store_1019,registrado
ROUTE_0014,CUST_1020,Store_1020,no registrado
