ruta_sap,cliente_id,nombre_cliente,status_registro,categoría,%_venta_digital
RT014,200000645,Mercadito Santa Fe 75,registrado,non digital,0 %
RT014,200000654,Bodega La Unión 94,registrado,non digital,0 %
RT014,200000658,Mini Market El Mirador 61,registrado,non digital,0 %
RT014,200000664,Bodega La Fortuna 68,registrado,non digital,0 %
RT014,200000665,Tienda El Progreso 98,registrado,non digital,0 %
RT014,200000667,Minisuper La Esperanza 63,registrado,non digital,0 %
RT014,200000669,Mini Market El Roble 70,registrado,non digital,0 %
RT014,200000670,Comercial La Perla 30,registrado,non digital,0 %
RT014,200000671,Mercadito Las Flores 3,registrado,non digital,0 %
RT014,200000676,Super La Esperanza 39,registrado,non digital,0 %
RT014,200000679,Depósito San José 1,registrado,non digital,0 %
RT014,200000683,Tienda San José 77,registrado,non digital,0 %
RT014,200000686,Mercadito Los Alamos 89,registrado,non digital,0 %
RT014,200000712,Depósito Santa Fe 71,registrado,non digital,0 %
RT014,200000721,Tienda El Encanto 24,registrado,non digital,0 %
RT014,200000767,Super La Victoria 77,registrado,non digital,0 %
RT014,200000892,Minisuper La Victoria 60,registrado,non digital,0 %
RT014,200000959,Mercadito Los Alamos 26,registrado,non digital,0 %
RT014,200000986,Depósito El Progreso 66,registrado,non digital,0 %
RT014,200001061,Comercial Del Norte 13,registrado,non digital,0 %
RT014,200001145,Tienda El Roble 84,registrado,non digital,0 %
RT014,200001267,Mercadito La Perla 13,registrado,non digital,0 %
RT014,200001319,Minisuper Buena Vista 31,registrado,non digital,0 %
RT014,200001368,Mini Market Del Norte 65,registrado,non digital,0 %
RT014,200001382,Bodega La Esperanza 58,registrado,non digital,0 %
RT014,200001406,Tienda Los Alamos 26,registrado,non digital,0 %
RT014,200001434,Abarrotes Los Pinos 37,registrado,non digital,0 %
RT014,200001459,Depósito Santa Cruz 4,registrado,non digital,0 %
RT014,200001496,Super La Fortuna 29,registrado,non digital,0 %
RT014,200001521,Depósito Las Flores 91,registrado,non digital,0 %
RT014,200001534,Comercial Santa Fe 59,registrado,non digital,0 %
RT014,200001543,Tienda Los Pinos 37,registrado,non digital,0 %
RT014,200001593,Frutería Santa Cruz 63,registrado,non digital,0 %
RT014,200001633,Comercial La Esperanza 6,registrado,non digital,0 %
RT014,200001656,Super El Roble 19,registrado,non digital,0 %
RT014,200001695,Super La Fortuna 29,registrado,non digital,0 %
RT014,200001699,Super El Progreso 85,registrado,non digital,0 %
RT014,200001878,Tienda Los Pinos 11,registrado,non digital,0 %
RT014,200002019,Minisuper La Victoria 14,registrado,non digital,0 %
RT014,200002038,Comercial Las Flores 71,registrado,non digital,0 %
RT015,200000049,Tienda La Unión 26,registrado,non digital,0 %
RT015,200000061,Minisuper Santa Cruz 2,registrado,non digital,0 %
RT015,200000090,Super Del Valle 77,registrado,non digital,0 %
RT015,200000092,Abarrotes El Sol 64,registrado,non digital,0 %
RT015,200000101,Abarrotes Los Pinos 53,registrado,non digital,0 %
RT015,200000165,Mercadito Del Norte 70,registrado,non digital,0 %
RT015,200000277,Mercadito Santa Fe 38,registrado,non digital,0 %
RT015,200000278,Comercial El Mirador 13,registrado,non digital,0 %
RT015,200000303,Tienda El Encanto 85,registrado,non digital,0 %
RT015,200000304,Mini Market La Esperanza 52,registrado,non digital,0 %
RT015,200000342,Bodega El Progreso 21,registrado,non digital,0 %
RT015,200000344,Comercial El Roble 98,registrado,non digital,0 %
RT015,200000493,Super Las Flores 66,registrado,non digital,0 %
RT015,200000553,Depósito Santa Cruz 67,registrado,non digital,0 %
RT015,200000567,Minisuper Santa Fe 82,registrado,non digital,0 %
RT015,200000699,Mini Market El Mirador 65,registrado,non digital,0 %
RT015,200000768,Comercial El Mirador 53,registrado,non digital,0 %
RT015,200000832,Comercial Santa Cruz 38,registrado,non digital,0 %
RT015,200000931,Mini Market El Mirador 74,registrado,non digital,0 %
RT015,200000973,Super La Unión 27,registrado,non digital,0 %
RT015,200000995,Mercadito El Trebol 79,registrado,non digital,0 %
RT015,200001106,Bodega La Perla 73,registrado,non digital,0 %
RT015,200001138,Minisuper El Sol 25,registrado,non digital,0 %
RT015,200001162,Depósito Santa Fe 56,registrado,non digital,0 %
RT015,200001195,Bodega La Esperanza 37,registrado,non digital,0 %
RT015,200001323,Depósito El Trebol 89,registrado,non digital,0 %
RT015,200001343,Minisuper Santa Cruz 92,registrado,non digital,0 %
RT015,200001422,Depósito La Victoria 44,registrado,non digital,0 %
RT015,200001432,Super Santa Fe 40,registrado,non digital,0 %
RT015,200001524,Comercial La Esperanza 58,registrado,non digital,0 %
RT015,200001563,Tienda Buena Vista 2,registrado,non digital,0 %
RT015,200001584,Tienda La Esperanza 34,registrado,non digital,0 %
RT015,200001969,Mercadito Santa Fe 15,registrado,non digital,0 %
RT016,200000041,Bodega Las Flores 49,registrado,non digital,0 %
RT016,200000600,Minisuper Del Norte 16,registrado,non digital,0 %
RT016,200000619,Minisuper La Unión 2,registrado,non digital,0 %
RT016,200000621,Tienda El Encanto 76,registrado,non digital,0 %
RT016,200000625,Bodega El Trebol 11,registrado,non digital,0 %
RT016,200000634,Mercadito Del Valle 61,registrado,non digital,0 %
RT016,200000647,Abarrotes Santa Fe 79,registrado,non digital,0 %
RT016,200000672,Frutería Las Flores 8,registrado,non digital,0 %
RT016,200000673,Super La Fortuna 26,registrado,non digital,0 %
RT016,200000732,Super Santa Fe 71,registrado,non digital,0 %
RT016,200000749,Frutería Del Valle 90,registrado,non digital,0 %
RT016,200000754,Tienda Los Alamos 92,registrado,non digital,0 %
RT016,200000875,Mercadito El Trebol 44,registrado,non digital,0 %
RT016,200000909,Minisuper La Victoria 32,registrado,non digital,0 %
RT016,200000939,Bodega El Sol 13,registrado,non digital,0 %
RT016,200000947,Depósito El Encanto 99,registrado,non digital,0 %
RT016,200000965,Tienda Santa Fe 90,registrado,non digital,0 %
RT016,200000994,Mercadito Los Pinos 74,registrado,non digital,0 %
RT016,200001001,Comercial El Mirador 27,registrado,non digital,0 %
RT016,200001063,Bodega La Victoria 53,registrado,non digital,0 %
RT016,200001122,Frutería Del Valle 9,registrado,non digital,0 %
RT016,200001152,Frutería El Sol 5,registrado,non digital,0 %
RT016,200001182,Frutería El Encanto 90,registrado,non digital,0 %
RT016,200001270,Mercadito La Esperanza 37,registrado,non digital,0 %
RT016,200001493,Frutería Los Alamos 67,registrado,non digital,0 %
RT016,200001756,Abarrotes Las Flores 2,registrado,non digital,0 %
RT016,200001977,Depósito San José 19,registrado,non digital,0 %
RT016,200002048,Bodega La Unión 84,registrado,non digital,0 %
RT016,200002049,Mini Market San José 73,registrado,non digital,0 %
RT017,200000096,Minisuper La Victoria 35,registrado,non digital,0 %
RT017,200000385,Abarrotes El Sol 49,registrado,non digital,0 %
RT017,200000458,Mercadito Del Valle 94,registrado,non digital,0 %
RT017,200000520,Abarrotes San José 52,registrado,non digital,0 %
RT017,200000551,Frutería La Perla 9,registrado,non digital,0 %
RT017,200000741,Comercial Las Flores 86,registrado,non digital,0 %
RT017,200000755,Mercadito El Trebol 44,registrado,non digital,0 %
RT017,200000755,Mercadito El Trebol 44,registrado,non digital,0 %
RT017,200000851,Super La Fortuna 56,registrado,non digital,0 %
RT017,200001012,Minisuper La Fortuna 89,registrado,non digital,0 %
RT017,200001044,Comercial Las Flores 71,registrado,non digital,0 %
RT017,200001086,Frutería El Progreso 83,registrado,non digital,0 %
RT017,200001107,Frutería La Unión 40,registrado,non digital,0 %
RT017,200001109,Tienda El Sol 23,registrado,non digital,0 %
RT017,200001207,Minisuper Las Flores 89,registrado,non digital,0 %
RT017,200001209,Depósito La Fortuna 96,registrado,non digital,0 %
RT017,200001236,Depósito Del Norte 48,registrado,non digital,0 %
RT017,200001241,Frutería Las Flores 56,registrado,non digital,0 %
RT017,200001246,Frutería El Mirador 6,registrado,non digital,0 %
RT017,200001247,Minisuper El Encanto 6,registrado,non digital,0 %
RT017,200001276,Minisuper Buena Vista 87,registrado,non digital,0 %
RT017,200001276,Minisuper Buena Vista 87,registrado,non digital,0 %
RT017,200001347,Frutería El Progreso 5,registrado,non digital,0 %
RT017,200001383,Bodega Del Norte 51,registrado,non digital,0 %
RT017,200001394,Abarrotes El Roble 92,registrado,non digital,0 %
RT017,200001851,Frutería Los Alamos 17,registrado,non digital,0 %
RT017,200001892,Super Buena Vista 48,registrado,non digital,0 %
RT017,200001912,Mercadito Santa Cruz 36,registrado,non digital,0 %
RT017,200002028,Abarrotes Los Pinos 54,registrado,non digital,0 %
RT017,200002031,Mercadito Los Pinos 72,registrado,non digital,0 %
RT017,200002043,Depósito La Fortuna 70,registrado,non digital,0 %
RT017,200002050,Frutería Buena Vista 96,registrado,non digital,0 %
RT018,200000082,Frutería El Trebol 38,registrado,non digital,0 %
RT018,200000327,Tienda El Roble 85,registrado,non digital,0 %
RT018,200000349,Mini Market San José 59,registrado,non digital,0 %
RT018,200000537,Depósito Las Flores 29,registrado,non digital,0 %
RT018,200000760,Abarrotes Santa Fe 99,registrado,non digital,0 %
RT018,200000806,Mercadito El Trebol 15,registrado,non digital,0 %
RT018,200000885,Mini Market San José 35,registrado,non digital,0 %
RT018,200000926,Mini Market La Unión 9,registrado,non digital,0 %
RT018,200000945,Tienda La Unión 50,registrado,non digital,0 %
RT018,200000945,Tienda La Unión 50,registrado,non digital,0 %
RT018,200001091,Bodega El Sol 28,registrado,non digital,0 %
RT018,200001112,Minisuper La Fortuna 41,registrado,non digital,0 %
RT018,200001118,Mercadito La Unión 55,registrado,non digital,0 %
RT018,200001136,Mini Market Buena Vista 58,registrado,non digital,0 %
RT018,200001212,Frutería El Trebol 82,registrado,non digital,0 %
RT018,200001308,Depósito Del Valle 39,registrado,non digital,0 %
RT018,200001336,Bodega El Progreso 49,registrado,non digital,0 %
RT018,200001341,Mercadito Santa Fe 21,registrado,non digital,0 %
RT018,200001358,Mercadito El Roble 31,registrado,non digital,0 %
RT018,200001377,Depósito La Unión 31,registrado,non digital,0 %
RT018,200001446,Tienda El Encanto 35,registrado,non digital,0 %
RT018,200001465,Depósito La Unión 95,registrado,non digital,0 %
RT018,200001471,Comercial Santa Cruz 24,registrado,non digital,0 %
RT018,200001492,Bodega La Unión 68,registrado,non digital,0 %
RT018,200001551,Minisuper Santa Cruz 90,registrado,non digital,0 %
RT018,200001667,Comercial Buena Vista 62,registrado,non digital,0 %
RT018,200001928,Frutería San José 58,registrado,non digital,0 %
RT019,200000046,Comercial La Fortuna 42,registrado,non digital,0 %
RT019,200000054,Tienda El Mirador 83,registrado,non digital,0 %
RT019,200000059,Mercadito La Perla 28,registrado,non digital,0 %
RT019,200000062,Mercadito El Trebol 17,registrado,non digital,0 %
RT019,200000070,Tienda Santa Fe 30,registrado,non digital,0 %
RT019,200000077,Tienda El Roble 94,registrado,non digital,0 %
RT019,200000137,Mercadito El Progreso 16,registrado,non digital,0 %
RT019,200000183,Abarrotes Santa Fe 98,registrado,non digital,0 %
RT019,200000239,Abarrotes La Esperanza 64,registrado,non digital,0 %
RT019,200000258,Bodega Del Norte 91,registrado,non digital,0 %
RT019,200000307,Minisuper La Fortuna 9,registrado,non digital,0 %
RT019,200000339,Bodega El Encanto 70,registrado,non digital,0 %
RT019,200000365,Mini Market La Fortuna 63,registrado,non digital,0 %
RT019,200000379,Bodega Los Alamos 40,registrado,non digital,0 %
RT019,200000397,Tienda La Victoria 76,registrado,non digital,0 %
RT019,200000415,Tienda El Roble 88,registrado,non digital,0 %
RT019,200000516,Bodega Las Flores 12,registrado,non digital,0 %
RT019,200000554,Abarrotes Del Norte 42,registrado,non digital,0 %
RT019,200000718,Minisuper El Encanto 16,registrado,non digital,0 %
RT019,200000757,Mercadito El Mirador 64,registrado,non digital,0 %
RT019,200000761,Mini Market San José 84,registrado,non digital,0 %
RT019,200000765,Frutería El Trebol 45,registrado,non digital,0 %
RT019,200000782,Frutería El Roble 72,registrado,non digital,0 %
RT019,200000798,Frutería Del Valle 91,registrado,non digital,0 %
RT019,200000800,Abarrotes El Roble 38,registrado,non digital,0 %
RT019,200000859,Minisuper Del Norte 46,registrado,non digital,0 %
RT019,200000874,Frutería Santa Fe 73,registrado,non digital,0 %
RT019,200000883,Mini Market Buena Vista 97,registrado,non digital,0 %
RT019,200000920,Mercadito El Trebol 34,registrado,non digital,0 %
RT019,200000920,Mercadito El Trebol 34,registrado,non digital,0 %
RT019,200000951,Frutería Los Alamos 79,registrado,non digital,0 %
RT019,200000953,Super Los Pinos 33,registrado,non digital,0 %
RT019,200000968,Mini Market Santa Cruz 9,registrado,non digital,0 %
RT019,200000978,Abarrotes La Esperanza 76,registrado,non digital,0 %
RT019,200001167,Comercial Del Valle 62,registrado,non digital,0 %
RT019,200001172,Tienda Los Pinos 78,registrado,non digital,0 %
RT019,200001198,Mini Market La Esperanza 60,registrado,non digital,0 %
RT019,200001199,Comercial La Victoria 66,registrado,non digital,0 %
RT019,200001268,Mercadito Las Flores 65,registrado,non digital,0 %
RT019,200001277,Minisuper Santa Fe 85,registrado,non digital,0 %
RT019,200001280,Depósito San José 45,registrado,non digital,0 %
RT019,200001280,Depósito San José 45,registrado,non digital,0 %
RT019,200001334,Mercadito El Roble 89,registrado,non digital,0 %
RT019,200001345,Frutería Los Alamos 22,registrado,non digital,0 %
RT019,200001386,Mini Market Del Valle 6,registrado,non digital,0 %
RT019,200001391,Mini Market El Sol 49,registrado,non digital,0 %
RT019,200001417,Mini Market El Progreso 74,registrado,non digital,0 %
RT019,200001561,Bodega El Trebol 60,registrado,non digital,0 %
RT019,200001636,Abarrotes El Sol 7,registrado,non digital,0 %
RT019,200001658,Mini Market Las Flores 28,registrado,non digital,0 %
RT019,200001676,Comercial Las Flores 27,registrado,non digital,0 %
RT019,200001681,Tienda San José 58,registrado,non digital,0 %
RT019,200001681,Tienda San José 58,registrado,non digital,0 %
RT019,200001684,Depósito Las Flores 42,registrado,non digital,0 %
RT019,200001754,Minisuper San José 25,registrado,non digital,0 %
RT019,200001758,Comercial Santa Fe 57,registrado,non digital,0 %
RT019,200001764,Mercadito El Roble 20,registrado,non digital,0 %
RT019,200001765,Mercadito Las Flores 93,registrado,non digital,0 %
RT019,200001817,Abarrotes Los Alamos 54,registrado,non digital,0 %
RT019,200001819,Tienda La Fortuna 56,registrado,non digital,0 %
RT019,200001828,Abarrotes Los Alamos 44,registrado,non digital,0 %
RT019,200001845,Super Las Flores 38,registrado,non digital,0 %
RT019,200001846,Comercial Santa Cruz 54,registrado,non digital,0 %
RT019,200001847,Abarrotes El Roble 10,registrado,non digital,0 %
RT019,200001857,Abarrotes El Progreso 42,registrado,non digital,0 %
RT019,200001858,Bodega Del Valle 15,registrado,non digital,0 %
RT019,200001858,Bodega Del Valle 15,registrado,non digital,0 %
RT019,200001865,Abarrotes El Roble 27,registrado,non digital,0 %
RT019,200001868,Tienda Santa Fe 73,registrado,non digital,0 %
RT019,200001877,Bodega La Victoria 1,registrado,non digital,0 %
RT020,200000006,Abarrotes El Trebol 26,registrado,non digital,0 %
RT020,200000366,Tienda El Progreso 21,registrado,non digital,0 %
RT020,200001108,Minisuper El Mirador 94,registrado,non digital,0 %
RT021,200000084,Tienda Santa Fe 94,registrado,non digital,0 %
RT021,200000117,Frutería Los Pinos 30,registrado,non digital,0 %
RT021,200000157,Abarrotes El Mirador 23,registrado,non digital,0 %
RT021,200000201,Minisuper El Roble 69,registrado,non digital,0 %
RT021,200000214,Tienda La Victoria 86,registrado,non digital,0 %
RT021,200000296,Super La Fortuna 29,registrado,non digital,0 %
RT021,200000352,Minisuper Santa Fe 17,registrado,non digital,0 %
RT021,200000371,Minisuper Las Flores 44,registrado,non digital,0 %
RT021,200000540,Minisuper El Progreso 51,registrado,non digital,0 %
RT021,200000746,Mini Market Las Flores 49,registrado,non digital,0 %
RT021,200000783,Depósito Las Flores 99,registrado,non digital,0 %
RT021,200000789,Frutería Del Norte 64,registrado,non digital,0 %
RT021,200000812,Abarrotes Los Alamos 40,registrado,non digital,0 %
RT021,200000934,Mini Market El Encanto 2,registrado,non digital,0 %
RT021,200000975,Depósito Santa Fe 52,registrado,non digital,0 %
RT021,200001005,Depósito El Sol 85,registrado,non digital,0 %
RT021,200001119,Mercadito Del Valle 31,registrado,non digital,0 %
RT021,200001170,Abarrotes Las Flores 38,registrado,non digital,0 %
RT021,200001218,Super El Trebol 27,registrado,non digital,0 %
RT021,200001275,Depósito La Unión 49,registrado,non digital,0 %
RT021,200001322,Super La Perla 12,registrado,non digital,0 %
RT021,200001426,Mercadito Buena Vista 10,registrado,non digital,0 %
RT021,200001469,Super El Progreso 6,registrado,non digital,0 %
RT021,200001553,Minisuper Buena Vista 22,registrado,non digital,0 %
RT021,200001581,Mini Market Buena Vista 85,registrado,non digital,0 %
RT021,200001631,Tienda El Encanto 99,registrado,non digital,0 %
RT021,200001665,Frutería La Perla 7,registrado,non digital,0 %
RT021,200001685,Depósito Del Valle 94,registrado,non digital,0 %
RT021,200001762,Minisuper Las Flores 44,registrado,non digital,0 %
RT021,200001825,Comercial Del Valle 44,registrado,non digital,0 %
RT021,200001832,Comercial Los Alamos 98,registrado,non digital,0 %
RT021,200001833,Comercial Buena Vista 37,registrado,non digital,0 %
RT021,200001971,Abarrotes El Encanto 83,registrado,non digital,0 %
RT022,200000045,Depósito La Perla 64,registrado,non digital,0 %
RT022,200000596,Abarrotes El Sol 45,registrado,non digital,0 %
RT022,200000599,Mercadito Del Norte 50,registrado,non digital,0 %
RT022,200000607,Super El Mirador 40,registrado,non digital,0 %
RT022,200000650,Frutería La Victoria 40,registrado,non digital,0 %
RT022,200000678,Abarrotes El Progreso 57,registrado,non digital,0 %
RT022,200000685,Abarrotes La Fortuna 10,registrado,non digital,0 %
RT022,200001599,Comercial El Sol 52,registrado,non digital,0 %
RT022,200001709,Tienda El Roble 14,registrado,non digital,0 %
RT022,200002029,Bodega La Fortuna 10,registrado,non digital,0 %
