distrito_sap,ruta,nip_cliente,nombre_cliente,status_registro
4210,RT009,200001630,Bodega El Progreso 97,registrado
4210,RT012,200000919,Super Buena Vista 94,registrado
4210,RT016,200000837,Mini Market El Roble 22,registrado
4210,RT019,200000765,Frutería El Trebol 45,registrado
4210,RT021,200001275,Depósito La Unión 49,registrado
4210,RT015,200000309,Depósito Los Pinos 26,no registrado
4210,RT006,200001690,Mercadito Del Norte 71,no registrado
4210,RT009,200000369,Mercadito San José 95,no registrado
4210,RT010,200000134,Comercial La Perla 18,registrado
4210,RT018,200001118,Mercadito La Unión 55,registrado
4210,RT015,200001129,Mini Market Los Alamos 79,registrado
4210,RT008,200001224,Mini Market El Roble 80,no registrado
4210,RT009,200000189,Minisuper La Perla 47,no registrado
4210,RT018,200001224,Mini Market El Roble 80,no registrado
4210,RT002,200000402,Comercial Del Norte 80,registrado
4210,RT017,200001028,Abarrotes La Perla 84,registrado
4210,RT006,200001689,Tienda El Roble 80,no registrado
4210,RT010,200000164,Comercial Las Flores 8,registrado
4210,RT021,200001751,Mercadito Del Valle 26,registrado
4210,RT016,200001512,Tienda San José 33,registrado
4210,RT004,200001473,Bodega San José 89,no registrado
4210,RT016,200001501,Super El Roble 6,registrado
4210,RT006,200001189,Frutería El Trebol 79,registrado
4210,RT019,200001847,Abarrotes El Roble 10,registrado
4210,RT007,200000937,Frutería Del Norte 78,registrado
4210,RT012,200000098,Comercial Santa Cruz 55,registrado
4210,RT002,200000252,Abarrotes San José 79,no registrado
4210,RT011,200000780,Bodega El Sol 39,no registrado
4210,RT017,200001592,Mini Market El Encanto 98,registrado
4210,RT019,200000252,Abarrotes San José 79,no registrado
4210,RT003,200000319,Abarrotes Buena Vista 97,no registrado
4210,RT018,200000948,Abarrotes Del Norte 40,no registrado
4210,RT012,200000133,Abarrotes Del Norte 59,registrado
4210,RT007,200001625,Bodega Buena Vista 66,registrado
4210,RT006,200001840,Abarrotes Santa Cruz 19,no registrado
4210,RT019,200000338,Bodega El Sol 58,registrado
4210,RT014,200001642,Mercadito El Progreso 34,registrado
4210,RT021,200001588,Frutería Las Flores 65,no registrado
4210,RT007,200001724,Depósito Del Valle 8,registrado
4210,RT019,200000942,Comercial Del Norte 52,registrado
4210,RT006,200001153,Abarrotes El Progreso 69,registrado
4210,RT006,200001639,Mini Market Las Flores 35,registrado
4210,RT008,200000330,Minisuper La Esperanza 79,registrado
4210,RT019,200001684,Depósito Las Flores 42,registrado
4210,RT004,200000421,Minisuper La Fortuna 37,registrado
4210,RT014,200000767,Super La Victoria 77,registrado
4210,RT006,200000548,Mercadito El Encanto 40,registrado
4210,RT012,200000578,Frutería Del Norte 87,registrado
4210,RT019,200000548,Mercadito El Encanto 40,registrado
4210,RT006,200002041,Tienda El Sol 48,registrado
4210,RT003,200001815,Abarrotes El Sol 62,registrado
4210,RT014,200001281,Frutería El Progreso 84,no registrado
4210,RT017,200001412,Bodega La Esperanza 40,no registrado
4210,RT021,200001771,Bodega La Perla 13,no registrado
4210,RT017,200001131,Depósito San José 69,registrado
4210,RT019,200000305,Mini Market El Trebol 82,no registrado
4210,RT007,200000298,Frutería Buena Vista 67,no registrado
4210,RT004,200000316,Tienda La Fortuna 77,registrado
4210,RT016,200001001,Comercial El Mirador 27,registrado
4210,RT016,200000593,Depósito El Roble 29,registrado
4210,RT002,200000813,Abarrotes El Progreso 1,registrado
4210,RT005,200000417,Depósito El Sol 61,registrado
4210,RT007,200000097,Minisuper Buena Vista 77,no registrado
4210,RT013,200001272,Mini Market El Encanto 15,registrado
4210,RT014,200000680,Minisuper El Mirador 2,registrado
4210,RT006,200001951,Mini Market Los Pinos 95,registrado
4210,RT021,200000540,Minisuper El Progreso 51,registrado
4210,RT008,200000118,Mercadito Del Norte 89,no registrado
4210,RT019,200001345,Frutería Los Alamos 22,registrado
4210,RT011,200000561,Frutería La Esperanza 24,no registrado
4210,RT014,200000664,Bodega La Fortuna 68,registrado
4210,RT011,200001211,Super Del Norte 86,registrado
4210,RT015,200001149,Abarrotes San José 98,no registrado
4210,RT021,200001773,Bodega Las Flores 37,no registrado
4210,RT006,200001879,Bodega Las Flores 6,registrado
4210,RT009,200000519,Comercial Santa Fe 31,registrado
4210,RT006,200001716,Mercadito El Encanto 93,no registrado
4210,RT021,200001409,Minisuper Buena Vista 15,registrado
4210,RT017,200000734,Minisuper La Fortuna 86,no registrado
4210,RT021,200000157,Abarrotes El Mirador 23,registrado
4210,RT006,200001718,Comercial San José 58,registrado
4210,RT008,200001485,Depósito Buena Vista 68,registrado
4210,RT006,200001641,Depósito San José 77,registrado
4210,RT006,200001844,Comercial Santa Fe 2,registrado
4210,RT002,200000103,Abarrotes La Fortuna 62,registrado
4210,RT012,200000121,Minisuper Del Norte 95,registrado
4210,RT021,200001971,Abarrotes El Encanto 83,registrado
4210,RT002,200001798,Mercadito El Trebol 61,no registrado
4210,RT017,200001237,Bodega El Progreso 81,registrado
4210,RT019,200000046,Comercial La Fortuna 42,registrado
4210,RT019,200001268,Mercadito Las Flores 65,registrado
4210,RT004,200001134,Bodega La Esperanza 38,registrado
4210,RT004,200001470,Bodega Los Pinos 93,registrado
4210,RT009,200000248,Comercial La Esperanza 78,no registrado
4210,RT009,200002013,Comercial Los Alamos 3,registrado
4210,RT015,200000105,Mercadito La Fortuna 97,no registrado
4210,RT017,200000160,Comercial La Perla 6,registrado
4210,RT021,200000296,Super La Fortuna 29,registrado
4210,RT011,200000151,Tienda El Trebol 1,registrado
4210,RT012,200000151,Tienda El Trebol 1,registrado
4210,RT004,200001321,Minisuper El Encanto 64,registrado
4210,RT019,200000381,Super Los Pinos 50,registrado
4210,RT006,200001749,Bodega Buena Vista 48,registrado
4210,RT003,200001315,Bodega Del Valle 92,registrado
4210,RT003,200001848,Minisuper Los Alamos 10,no registrado
4210,RT005,200000226,Frutería Del Valle 95,registrado
4210,RT015,200000358,Depósito La Victoria 10,no registrado
4210,RT008,200001076,Minisuper Los Pinos 26,registrado
4210,RT002,200001619,Frutería Los Pinos 41,registrado
4210,RT008,200000750,Bodega El Roble 96,no registrado
4210,RT016,200002048,Bodega La Unión 84,registrado
4210,RT002,200000997,Frutería La Perla 44,no registrado
4210,RT009,200001627,Minisuper San José 12,registrado
4210,RT021,200000169,Bodega Del Norte 77,registrado
4210,RT014,200000661,Minisuper El Roble 67,registrado
4210,RT006,200001645,Bodega La Perla 20,registrado
4210,RT006,200001886,Tienda Santa Cruz 60,registrado
4210,RT014,200000023,Mercadito El Encanto 4,no registrado
4210,RT004,200001087,Bodega Buena Vista 66,registrado
4210,RT003,200001926,Super Las Flores 96,registrado
4210,RT004,200000512,Tienda La Fortuna 25,no registrado
4210,RT008,200001618,Super La Victoria 34,registrado
4210,RT009,200001830,Frutería Los Alamos 32,registrado
4210,RT017,200000507,Minisuper La Perla 58,no registrado
4210,RT014,200001187,Super Los Alamos 68,registrado
4210,RT015,200000768,Comercial El Mirador 53,registrado
4210,RT009,200000566,Frutería San José 60,no registrado
4210,RT012,200000406,Frutería El Encanto 87,registrado
4210,RT018,200000082,Frutería El Trebol 38,registrado
4210,RT014,200000679,Depósito San José 1,registrado
4210,RT021,200001581,Mini Market Buena Vista 85,registrado
4210,RT006,200001255,Mini Market La Victoria 19,registrado
4210,RT001,200001952,Mercadito La Victoria 65,registrado
4210,RT012,200001101,Depósito El Sol 53,registrado
4210,RT012,200000576,Frutería La Victoria 5,registrado
4210,RT015,200000490,Comercial La Esperanza 49,no registrado
4210,RT011,200000129,Super La Victoria 65,no registrado
4210,RT012,200000129,Super La Victoria 65,no registrado
4210,RT019,200001260,Comercial Santa Cruz 22,no registrado
4210,RT014,200001459,Depósito Santa Cruz 4,registrado
4210,RT010,200000026,Frutería El Roble 99,registrado
4210,RT015,200000110,Mercadito San José 92,registrado
4210,RT021,200002042,Mercadito El Roble 1,registrado
4210,RT008,200000361,Depósito La Victoria 13,registrado
4210,RT009,200001586,Frutería El Sol 28,registrado
4210,RT015,200000277,Mercadito Santa Fe 38,registrado
4210,RT006,200001644,Mercadito Del Norte 62,registrado
4210,RT008,200000794,Mini Market El Mirador 93,registrado
4210,RT019,200000554,Abarrotes Del Norte 42,registrado
4210,RT019,200001327,Frutería La Unión 49,no registrado
4210,RT014,200000064,Comercial Buena Vista 59,registrado
4210,RT006,200000632,Mini Market La Fortuna 5,registrado
4210,RT011,200001166,Mercadito Los Pinos 67,no registrado
4210,RT020,200000276,Mercadito Santa Fe 72,no registrado
4210,RT012,200000545,Minisuper Santa Cruz 68,registrado
4210,RT019,200000183,Abarrotes Santa Fe 98,registrado
4210,RT003,200001313,Depósito La Unión 51,no registrado
4210,RT010,200000420,Super San José 21,registrado
4210,RT003,200001734,Mercadito El Mirador 42,registrado
4210,RT019,200000107,Mini Market El Trebol 17,no registrado
4210,RT019,200001872,Mini Market El Progreso 83,no registrado
4210,RT016,200001559,Minisuper La Esperanza 61,registrado
4210,RT015,200001278,Super El Encanto 78,no registrado
4210,RT017,200000769,Tienda El Trebol 67,no registrado
4210,RT002,200001566,Depósito Los Pinos 88,registrado
4210,RT021,200001831,Frutería Las Flores 53,registrado
4210,RT010,200000494,Mini Market La Unión 82,registrado
4210,RT014,200000633,Comercial Las Flores 36,registrado
4210,RT003,200000346,Minisuper El Progreso 85,registrado
4210,RT011,200000427,Minisuper El Mirador 65,registrado
4210,RT015,200001969,Mercadito Santa Fe 15,registrado
4210,RT008,200001155,Comercial El Progreso 74,registrado
4210,RT016,200000603,Abarrotes San José 47,no registrado
4210,RT016,200000624,Depósito La Fortuna 49,registrado
4210,RT022,200002029,Bodega La Fortuna 10,registrado
4210,RT008,200000088,Depósito El Trebol 29,no registrado
4210,RT016,200001396,Minisuper El Roble 60,registrado
4210,RT019,200001865,Abarrotes El Roble 27,registrado
4210,RT003,200001702,Minisuper El Sol 29,registrado
4210,RT006,200001855,Abarrotes Los Pinos 74,registrado
4210,RT019,200001855,Abarrotes Los Pinos 74,registrado
4210,RT021,200001196,Mercadito El Mirador 40,no registrado
4210,RT004,200000424,Tienda El Mirador 6,no registrado
4210,RT007,200001070,Mini Market El Encanto 96,no registrado
4210,RT021,200001832,Comercial Los Alamos 98,registrado
4210,RT007,200001973,Abarrotes La Victoria 40,registrado
4210,RT009,200000405,Tienda El Mirador 6,registrado
4210,RT017,200001851,Frutería Los Alamos 17,registrado
4210,RT021,200000730,Bodega San José 82,registrado
4210,RT017,200001544,Mini Market El Trebol 83,no registrado
4210,RT021,200001833,Comercial Buena Vista 37,registrado
4210,RT010,200000383,Frutería El Encanto 73,registrado
4210,RT020,200000784,Comercial La Esperanza 76,no registrado
4210,RT019,200001167,Comercial Del Valle 62,registrado
4210,RT016,200001100,Frutería Del Valle 83,registrado
4210,RT006,200001866,Tienda El Sol 37,no registrado
4210,RT005,200000747,Minisuper La Perla 27,no registrado
4210,RT010,200000451,Abarrotes Las Flores 20,registrado
4210,RT014,200000592,Frutería El Sol 50,registrado
4210,RT012,200000574,Super San José 47,registrado
4210,RT002,200000998,Tienda El Trebol 31,registrado
4210,RT009,200001444,Tienda Los Alamos 74,registrado
4210,RT007,200000240,Tienda El Progreso 93,registrado
4210,RT009,200000275,Mercadito Santa Fe 7,no registrado
4210,RT016,200001063,Bodega La Victoria 53,registrado
4210,RT017,200001029,Tienda La Unión 8,registrado
4210,RT008,200000115,Super El Progreso 72,registrado
4210,RT004,200001257,Super San José 31,no registrado
4210,RT004,200000224,Comercial Santa Fe 47,registrado
4210,RT016,200001122,Frutería Del Valle 9,registrado
4210,RT017,200001574,Super Las Flores 13,registrado
4210,RT002,200001856,Mini Market La Fortuna 90,registrado
4210,RT006,200001634,Comercial La Victoria 4,registrado
4210,RT021,200000398,Bodega Buena Vista 6,registrado
4210,RT019,200001400,Abarrotes La Fortuna 33,registrado
4210,RT009,200001436,Comercial La Esperanza 18,registrado
4210,RT010,200001727,Comercial La Unión 56,no registrado
4210,RT020,200001093,Mercadito Los Pinos 8,registrado
4210,RT017,200001133,Minisuper Los Pinos 78,no registrado
4210,RT002,200000920,Mercadito El Trebol 34,registrado
4210,RT019,200000920,Mercadito El Trebol 34,registrado
4210,RT002,200000426,Mini Market La Esperanza 60,no registrado
4210,RT015,200000061,Minisuper Santa Cruz 2,registrado
4210,RT002,200001467,Comercial Del Valle 88,registrado
4210,RT021,200001218,Super El Trebol 27,registrado
4210,RT004,200001132,Minisuper El Roble 95,no registrado
4210,RT016,200000754,Tienda Los Alamos 92,registrado
4210,RT021,200001825,Comercial Del Valle 44,registrado
4210,RT009,200000095,Abarrotes El Roble 72,registrado
4210,RT014,200000658,Mini Market El Mirador 61,registrado
4210,RT002,200001518,Comercial Las Flores 82,registrado
4210,RT009,200000591,Comercial Santa Cruz 12,no registrado
4210,RT006,200001160,Super La Perla 66,registrado
4210,RT019,200000059,Mercadito La Perla 28,registrado
4210,RT004,200001156,Abarrotes El Roble 74,no registrado
4210,RT004,200000489,Mercadito La Perla 32,registrado
4210,RT018,200001308,Depósito Del Valle 39,registrado
4210,RT003,200000715,Mercadito El Sol 74,registrado
4210,RT003,200001700,Super Santa Cruz 15,registrado
4210,RT003,200000078,Mini Market La Unión 68,registrado
4210,RT012,200000524,Bodega San José 91,registrado
4210,RT009,200000267,Depósito Los Alamos 64,no registrado
4210,RT021,200000201,Minisuper El Roble 69,registrado
4210,RT019,200001686,Bodega El Sol 71,registrado
4210,RT017,200001228,Minisuper Las Flores 33,registrado
4210,RT018,200000327,Tienda El Roble 85,registrado
4210,RT019,200000951,Frutería Los Alamos 79,registrado
4210,RT002,200000265,Mercadito San José 6,registrado
4210,RT016,200000637,Comercial Santa Fe 26,no registrado
4210,RT014,200000952,Minisuper El Trebol 16,registrado
4210,RT009,200000505,Frutería La Unión 51,no registrado
4210,RT016,200000677,Super Santa Fe 92,registrado
4210,RT002,200000297,Bodega La Esperanza 55,registrado
4210,RT010,200000242,Mercadito El Encanto 12,registrado
4210,RT003,200001747,Frutería El Trebol 34,registrado
4210,RT017,200000234,Tienda La Fortuna 62,registrado
4210,RT010,200001307,Bodega El Trebol 72,registrado
4210,RT013,200001902,Super Del Valle 91,registrado
4210,RT004,200000445,Super La Esperanza 3,registrado
4210,RT006,200001681,Tienda San José 58,registrado
4210,RT019,200001681,Tienda San José 58,registrado
4210,RT017,200000228,Minisuper El Mirador 86,registrado
4210,RT004,200000508,Abarrotes El Sol 40,registrado
4210,RT006,200001651,Abarrotes Santa Fe 73,no registrado
4210,RT005,200000163,Mini Market La Victoria 75,registrado
4210,RT019,200000415,Tienda El Roble 88,registrado
4210,RT002,200000529,Bodega La Esperanza 13,registrado
4210,RT010,200000911,Minisuper Del Norte 27,no registrado
4210,RT017,200001242,Depósito Los Pinos 89,registrado
4210,RT014,200000700,Comercial San José 53,registrado
4210,RT006,200001256,Mercadito San José 19,registrado
4210,RT011,200001168,Depósito Santa Fe 31,no registrado
4210,RT002,200000432,Comercial Las Flores 36,registrado
4210,RT002,200000536,Depósito Santa Fe 41,registrado
4210,RT006,200001390,Frutería Santa Cruz 70,registrado
4210,RT006,200002039,Mini Market Los Alamos 89,registrado
4210,RT002,200001595,Tienda La Unión 98,no registrado
4210,RT008,200001777,Frutería La Perla 4,no registrado
4210,RT003,200001367,Mini Market Los Alamos 62,no registrado
4210,RT014,200000683,Tienda San José 77,registrado
4210,RT008,200001140,Minisuper La Esperanza 69,registrado
4210,RT021,200001834,Comercial Los Pinos 29,no registrado
4210,RT014,200000751,Abarrotes Los Pinos 47,registrado
4210,RT011,200001738,Bodega Las Flores 73,registrado
4210,RT004,200001463,Mercadito San José 64,registrado
4210,RT014,200000696,Minisuper El Trebol 53,no registrado
4210,RT003,200001498,Bodega Santa Fe 94,registrado
4210,RT019,200001874,Mini Market San José 96,no registrado
4210,RT014,200000611,Minisuper La Victoria 46,registrado
4210,RT009,200000430,Comercial La Fortuna 46,registrado
4210,RT015,200000270,Tienda San José 71,registrado
4210,RT004,200000687,Abarrotes La Perla 3,registrado
4210,RT015,200001632,Abarrotes La Esperanza 65,registrado
4210,RT019,200000116,Bodega La Perla 38,no registrado
4210,RT017,200000570,Abarrotes Las Flores 45,registrado
4210,RT007,200000503,Super Los Pinos 40,no registrado
4210,RT019,200000077,Tienda El Roble 94,registrado
4210,RT008,200001169,Mini Market El Sol 75,no registrado
4210,RT002,200001488,Super El Mirador 10,no registrado
4210,RT002,200001431,Comercial Del Valle 90,registrado
4210,RT002,200000725,Bodega El Trebol 25,registrado
4210,RT005,200000444,Tienda El Progreso 20,no registrado
4210,RT019,200000953,Super Los Pinos 33,registrado
4210,RT008,200000870,Minisuper Del Valle 2,registrado
4210,RT008,200000791,Mercadito La Fortuna 4,no registrado
4210,RT020,200000802,Mini Market El Trebol 63,no registrado
4210,RT011,200001225,Super Los Alamos 66,no registrado
4210,RT011,200001006,Mini Market El Progreso 81,registrado
4210,RT006,200000914,Mini Market Del Valle 77,registrado
4210,RT019,200000914,Mini Market Del Valle 77,registrado
4210,RT016,200001752,Super El Trebol 73,registrado
4210,RT006,200001763,Tienda El Sol 82,no registrado
4210,RT019,200001763,Tienda El Sol 82,no registrado
4210,RT016,200001756,Abarrotes Las Flores 2,registrado
4210,RT009,200000955,Mini Market La Victoria 35,no registrado
4210,RT011,200001739,Mini Market El Mirador 59,no registrado
4210,RT021,200000969,Mercadito San José 44,registrado
4210,RT016,200000672,Frutería Las Flores 8,registrado
4210,RT010,200001413,Tienda Santa Cruz 23,registrado
4210,RT017,200000517,Super La Fortuna 24,no registrado
4210,RT003,200000546,Mercadito Del Valle 66,registrado
4210,RT006,200002016,Tienda La Fortuna 23,no registrado
4210,RT011,200000178,Frutería La Perla 61,no registrado
4210,RT010,200001568,Abarrotes Los Alamos 11,registrado
4210,RT020,200001568,Abarrotes Los Alamos 11,registrado
4210,RT002,200000188,Super La Victoria 38,no registrado
4210,RT008,200001789,Mercadito El Encanto 30,registrado
4210,RT013,200000821,Mercadito Los Alamos 12,no registrado
4210,RT017,200001044,Comercial Las Flores 71,registrado
4210,RT002,200000145,Abarrotes La Esperanza 6,registrado
4210,RT002,200001293,Mini Market La Perla 71,no registrado
4210,RT019,200001293,Mini Market La Perla 71,no registrado
4210,RT007,200000583,Bodega La Victoria 69,no registrado
4210,RT016,200001755,Comercial La Esperanza 20,registrado
4210,RT009,200000293,Mercadito El Encanto 9,registrado
4210,RT018,200001374,Bodega San José 13,registrado
4210,RT002,200000991,Super El Sol 47,registrado
4210,RT003,200000237,Depósito La Victoria 70,no registrado
4210,RT011,200000014,Depósito El Encanto 2,registrado
4210,RT012,200000014,Depósito El Encanto 2,registrado
4210,RT004,200001276,Minisuper Buena Vista 87,registrado
4210,RT017,200001276,Minisuper Buena Vista 87,registrado
4210,RT004,200000510,Bodega El Sol 88,registrado
4210,RT008,200001818,Tienda La Esperanza 96,registrado
4210,RT018,200000222,Depósito Los Pinos 87,registrado
4210,RT002,200001823,Mercadito El Mirador 78,no registrado
4210,RT019,200001613,Comercial Del Norte 15,no registrado
4210,RT005,200000034,Depósito La Fortuna 28,no registrado
4210,RT014,200001061,Comercial Del Norte 13,registrado
4210,RT011,200001073,Frutería Santa Fe 42,registrado
4210,RT017,200000230,Mini Market El Sol 55,registrado
4210,RT009,200000736,Minisuper Del Norte 69,registrado
4210,RT018,200000094,Frutería La Esperanza 74,registrado
4210,RT004,200000131,Abarrotes Los Pinos 44,registrado
4210,RT005,200000941,Mercadito El Sol 75,registrado
4210,RT016,200000675,Abarrotes Los Pinos 60,registrado
4210,RT011,200000589,Minisuper Santa Cruz 79,no registrado
4210,RT012,200000443,Mini Market La Unión 75,registrado
4210,RT012,200001147,Bodega El Sol 59,registrado
4210,RT015,200001425,Bodega El Mirador 52,registrado
4210,RT017,200000938,Mini Market Santa Fe 15,registrado
4210,RT002,200001280,Depósito San José 45,registrado
4210,RT019,200001280,Depósito San José 45,registrado
4210,RT012,200000447,Mercadito Las Flores 22,registrado
4210,RT016,200000647,Abarrotes Santa Fe 79,registrado
4210,RT012,200000076,Mini Market Del Valle 49,registrado
4210,RT012,200001698,Depósito La Esperanza 67,registrado
4210,RT006,200001158,Abarrotes Las Flores 91,no registrado
4210,RT008,200001811,Minisuper Las Flores 93,registrado
4210,RT002,200001683,Super El Sol 21,registrado
4210,RT022,200000691,Tienda Del Norte 63,no registrado
4210,RT013,200000311,Abarrotes El Progreso 8,registrado
4210,RT020,200000311,Abarrotes El Progreso 8,registrado
4210,RT002,200001761,Mini Market La Perla 71,registrado
4210,RT022,200000685,Abarrotes La Fortuna 10,registrado
4210,RT003,200000353,Super Buena Vista 71,registrado
4210,RT002,200001015,Mercadito El Progreso 14,no registrado
4210,RT012,200001214,Frutería El Roble 29,registrado
4210,RT011,200001177,Abarrotes San José 57,registrado
4210,RT013,200000020,Minisuper Del Valle 90,no registrado
4210,RT004,200000957,Tienda Del Norte 20,no registrado
4210,RT021,200001528,Tienda El Mirador 9,no registrado
4210,RT018,200001547,Frutería El Progreso 85,registrado
4210,RT015,200000958,Bodega La Victoria 1,no registrado
4210,RT018,200001492,Bodega La Unión 68,registrado
4210,RT012,200001940,Frutería Las Flores 35,registrado
4210,RT011,200000135,Frutería La Esperanza 44,registrado
4210,RT022,200000681,Frutería La Esperanza 47,no registrado
4210,RT016,200000909,Minisuper La Victoria 32,registrado
4210,RT016,200001601,Depósito La Unión 89,no registrado
4210,RT007,200000498,Bodega Santa Fe 6,registrado
4210,RT015,200001195,Bodega La Esperanza 37,registrado
4210,RT003,200000573,Comercial Santa Cruz 53,registrado
4210,RT003,200000335,Minisuper Santa Cruz 45,no registrado
4210,RT005,200001646,Comercial Las Flores 43,registrado
4210,RT011,200000172,Minisuper La Esperanza 96,no registrado
4210,RT011,200001397,Depósito Santa Fe 90,registrado
4210,RT015,200001343,Minisuper Santa Cruz 92,registrado
4210,RT022,200001612,Depósito El Roble 31,no registrado
4210,RT016,200001919,Tienda La Esperanza 28,no registrado
4210,RT011,200000159,Abarrotes El Trebol 21,no registrado
4210,RT010,200001666,Minisuper Santa Cruz 20,registrado
4210,RT008,200001062,Bodega Las Flores 67,registrado
4210,RT010,200000693,Tienda El Encanto 74,no registrado
4210,RT022,200000002,Minisuper El Encanto 56,no registrado
4210,RT009,200000000,Super El Trebol 21,no registrado
4210,RT004,200001021,Tienda Buena Vista 65,no registrado
4210,RT004,200001536,Minisuper El Mirador 76,registrado
4210,RT019,200001880,Comercial El Progreso 34,no registrado
4210,RT004,200001068,Super La Perla 2,no registrado
4210,RT002,200001799,Mini Market Santa Fe 32,registrado
4210,RT021,200001762,Minisuper Las Flores 44,registrado
4210,RT017,200001245,Super Del Valle 1,no registrado
4210,RT008,200001908,Depósito La Esperanza 65,no registrado
4210,RT018,200001446,Tienda El Encanto 35,registrado
4210,RT018,200001515,Depósito Santa Cruz 4,registrado
4210,RT018,200000887,Comercial La Fortuna 90,registrado
4210,RT008,200000844,Bodega Los Pinos 93,no registrado
4210,RT020,200000844,Bodega Los Pinos 93,no registrado
4210,RT002,200000348,Comercial Los Pinos 41,registrado
4210,RT008,200001813,Abarrotes El Sol 34,no registrado
4210,RT018,200000171,Minisuper El Progreso 18,no registrado
4210,RT017,200001045,Tienda La Perla 20,no registrado
4210,RT003,200001287,Abarrotes San José 55,no registrado
4210,RT008,200000232,Depósito Buena Vista 75,registrado
4210,RT012,200000337,Bodega La Perla 76,registrado
4210,RT011,200000360,Frutería La Unión 13,registrado
4210,RT010,200000033,Tienda El Encanto 11,no registrado
4210,RT017,200000203,Super Del Norte 71,registrado
4210,RT011,200000477,Mini Market La Unión 75,no registrado
4210,RT012,200000477,Mini Market La Unión 75,no registrado
4210,RT015,200001130,Comercial El Roble 65,registrado
4210,RT011,200000168,Bodega La Esperanza 42,no registrado
4210,RT018,200000422,Bodega Los Pinos 77,registrado
4210,RT008,200001188,Comercial Santa Fe 23,registrado
4210,RT011,200001079,Abarrotes La Unión 66,registrado
4210,RT005,200000367,Depósito Santa Fe 10,no registrado
4210,RT012,200000208,Mini Market Buena Vista 59,registrado
4210,RT014,200000663,Tienda El Mirador 50,registrado
4210,RT014,200000657,Frutería Las Flores 71,registrado
4210,RT021,200000141,Abarrotes El Trebol 6,registrado
4210,RT019,200000526,Bodega Del Norte 94,registrado
4210,RT015,200001584,Tienda La Esperanza 34,registrado
4210,RT012,200000206,Mercadito San José 6,registrado
4210,RT008,200001678,Mercadito Santa Cruz 53,registrado
4210,RT021,200001115,Super La Unión 30,no registrado
4210,RT008,200000790,Depósito Las Flores 38,no registrado
4210,RT002,200000292,Abarrotes Santa Fe 7,registrado
4210,RT020,200001663,Frutería El Progreso 9,no registrado
4210,RT012,200001328,Depósito San José 18,registrado
4210,RT017,200001610,Tienda El Encanto 22,no registrado
4210,RT008,200001804,Bodega Las Flores 99,no registrado
4210,RT017,200001889,Minisuper La Esperanza 49,no registrado
4210,RT019,200000114,Depósito Buena Vista 5,no registrado
4210,RT004,200001017,Super La Unión 13,no registrado
4210,RT015,200000314,Abarrotes El Mirador 48,registrado
4210,RT014,200000643,Abarrotes La Perla 50,no registrado
4210,RT017,200001394,Abarrotes El Roble 92,registrado
4210,RT008,200001472,Depósito Buena Vista 14,no registrado
4210,RT006,200001654,Super Santa Fe 56,no registrado
4210,RT017,200001251,Mini Market La Esperanza 77,registrado
4210,RT011,200000818,Tienda Del Norte 1,no registrado
4210,RT010,200000550,Tienda El Roble 12,registrado
4210,RT022,200000992,Abarrotes El Roble 70,no registrado
4210,RT002,200000694,Comercial La Unión 5,registrado
4210,RT002,200001653,Frutería Del Norte 72,registrado
4210,RT017,200000126,Mini Market La Fortuna 18,registrado
4210,RT021,200001469,Super El Progreso 6,registrado
4210,RT021,200000893,Bodega Del Norte 77,no registrado
4210,RT011,200000191,Mini Market Las Flores 83,no registrado
4210,RT007,200000138,Frutería El Progreso 12,no registrado
4210,RT017,200001249,Mini Market El Progreso 90,registrado
4210,RT018,200001357,Mercadito Del Valle 31,no registrado
4210,RT012,200001932,Super El Roble 79,registrado
4210,RT003,200000905,Minisuper El Progreso 50,registrado
4210,RT011,200001478,Minisuper El Progreso 10,registrado
4210,RT012,200001929,Mercadito La Fortuna 30,registrado
4210,RT011,200000543,Mini Market Del Valle 97,no registrado
4210,RT011,200000148,Comercial Los Alamos 79,registrado
4210,RT011,200000935,Depósito La Victoria 28,registrado
4210,RT015,200000165,Mercadito Del Norte 70,registrado
4210,RT011,200000205,Minisuper Buena Vista 11,registrado
4210,RT009,200002033,Bodega El Encanto 37,registrado
4210,RT011,200000217,Comercial Buena Vista 74,registrado
4210,RT017,200001538,Mini Market El Progreso 73,registrado
4210,RT005,200001803,Super El Sol 60,registrado
4210,RT009,200000908,Bodega Santa Fe 52,registrado
4210,RT018,200000865,Depósito El Progreso 18,no registrado
4210,RT013,200000325,Minisuper Del Valle 77,no registrado
4210,RT006,200001719,Comercial El Mirador 9,registrado
4210,RT008,200001622,Minisuper La Fortuna 18,no registrado
4210,RT021,200001121,Minisuper Los Alamos 34,registrado
4210,RT004,200000413,Minisuper Los Pinos 75,registrado
4210,RT018,200000710,Comercial Los Pinos 70,no registrado
4210,RT008,200001806,Mercadito El Mirador 51,no registrado
4210,RT013,200000288,Depósito Buena Vista 94,registrado
4210,RT017,200001890,Minisuper Del Valle 25,no registrado
4210,RT013,200001782,Minisuper El Progreso 77,no registrado
4210,RT004,200001143,Super La Perla 6,registrado
4210,RT007,200000898,Super El Roble 54,no registrado
4210,RT007,200000917,Minisuper La Esperanza 14,registrado
4210,RT020,200000025,Mini Market Los Alamos 24,registrado
4210,RT003,200000308,Mercadito Las Flores 10,registrado
4210,RT012,200000582,Comercial Del Norte 59,registrado
4210,RT022,200001578,Abarrotes Santa Cruz 51,no registrado
